Datum;Timer;RPM;RPS;I;U;P;R
25.9.2016 15:20:3;1265.409029;1.2;0.02;;;;
25.9.2016 15:20:3;1265.509393;1.2;0.02;;;;
25.9.2016 15:20:3;1265.609772;0;0;;;;
25.9.2016 15:20:3;1265.710133;0;0;;;;
25.9.2016 15:20:3;1265.810492;1.2;0.02;;;;
25.9.2016 15:20:4;1265.910938;0;0;;;;
25.9.2016 15:20:4;1266.11307;1.2;0.02;;;;
25.9.2016 15:20:4;1266.111659;1.2;0.02;;;;
25.9.2016 15:20:4;1266.212025;1.2;0.02;;;;
25.9.2016 15:20:4;1266.312385;0;0;;;;
25.9.2016 15:20:4;1266.412734;1.2;0.02;;;;
25.9.2016 15:20:4;1266.513093;0;0;;;;
25.9.2016 15:20:4;1266.613452;0;0;;;;
25.9.2016 15:20:4;1266.713808;1.2;0.02;;;;
25.9.2016 15:20:4;1266.814179;0;0;;;;
25.9.2016 15:20:5;1266.914540;0;0;;;;
25.9.2016 15:20:5;1267.14906;0;0;;;;
25.9.2016 15:20:5;1267.115282;0;0;;;;
25.9.2016 15:20:5;1267.215647;0;0;;;;
25.9.2016 15:20:5;1267.316004;1.2;0.02;;;;
25.9.2016 15:20:5;1267.416366;0;0;;;;
25.9.2016 15:20:5;1267.516720;0;0;;;;
25.9.2016 15:20:5;1267.617075;0;0;;;;
25.9.2016 15:20:5;1267.717446;0;0;;;;
25.9.2016 15:20:5;1267.817821;0;0;;;;
25.9.2016 15:20:6;1267.918190;0;0;;;;
25.9.2016 15:20:6;1268.18560;1.2;0.02;;;;
25.9.2016 15:20:6;1268.118935;0;0;;;;
25.9.2016 15:20:6;1268.219313;0;0;;;;
25.9.2016 15:20:6;1268.319678;0;0;;;;
25.9.2016 15:20:6;1268.420037;0;0;;;;
25.9.2016 15:20:6;1268.520398;0;0;;;;
25.9.2016 15:20:6;1268.620823;0;0;;;;
25.9.2016 15:20:6;1268.721210;0;0;;;;
25.9.2016 15:20:6;1268.821574;0;0;;;;
25.9.2016 15:20:7;1268.921929;1.2;0.02;;;;
25.9.2016 15:20:7;1269.22301;0;0;;;;
25.9.2016 15:20:7;1269.122728;0;0;;;;
25.9.2016 15:20:7;1269.223098;0;0;;;;
25.9.2016 15:20:7;1269.323468;0;0;;;;
25.9.2016 15:20:7;1269.423825;0;0;;;;
25.9.2016 15:20:7;1269.524178;0;0;;;;
25.9.2016 15:20:7;1269.624535;0;0;;;;
25.9.2016 15:20:7;1269.724902;0;0;;;;
25.9.2016 15:20:7;1269.825265;1.2;0.02;;;;
25.9.2016 15:20:8;1269.925619;0;0;;;;
25.9.2016 15:20:8;1270.25981;0;0;;;;
25.9.2016 15:20:8;1270.126361;0;0;;;;
25.9.2016 15:20:8;1270.226722;0;0;;;;
25.9.2016 15:20:8;1270.327089;0;0;;;;
25.9.2016 15:20:8;1270.427460;0;0;;;;
25.9.2016 15:20:8;1270.527823;0;0;;;;
25.9.2016 15:20:8;1270.628181;0;0;;;;
25.9.2016 15:20:8;1270.728539;0;0;;;;
25.9.2016 15:20:8;1270.828917;0;0;;;;
25.9.2016 15:20:9;1270.929287;0;0;;;;
25.9.2016 15:20:9;1271.29637;0;0;;;;
25.9.2016 15:20:9;1271.129955;0;0;;;;
25.9.2016 15:20:9;1271.230312;0;0;;;;
25.9.2016 15:20:9;1271.330746;0;0;;;;
25.9.2016 15:20:9;1271.431111;0;0;;;;
25.9.2016 15:20:9;1271.531454;0;0;;;;
25.9.2016 15:20:9;1271.631815;0;0;;;;
25.9.2016 15:20:9;1271.732191;0;0;;;;
25.9.2016 15:20:9;1271.832576;0;0;;;;
25.9.2016 15:20:10;1271.932928;0;0;;;;
25.9.2016 15:20:10;1272.33308;0;0;;;;
25.9.2016 15:20:10;1272.133663;0;0;;;;
25.9.2016 15:20:10;1272.234028;0;0;;;;
25.9.2016 15:20:10;1272.334389;0;0;;;;
25.9.2016 15:20:10;1272.434747;0;0;;;;
25.9.2016 15:20:10;1272.535106;0;0;;;;
25.9.2016 15:20:10;1272.635468;0;0;;;;
25.9.2016 15:20:10;1272.735837;0;0;;;;
25.9.2016 15:20:10;1272.836217;0;0;;;;
25.9.2016 15:20:11;1272.936593;0;0;;;;
25.9.2016 15:20:11;1273.36971;0;0;;;;
25.9.2016 15:20:11;1273.137338;0;0;;;;
25.9.2016 15:20:11;1273.237696;0;0;;;;
25.9.2016 15:20:11;1273.338057;0;0;;;;
25.9.2016 15:20:11;1273.438423;0;0;;;;
25.9.2016 15:20:11;1273.538787;0;0;;;;
25.9.2016 15:20:11;1273.639154;0;0;;;;
25.9.2016 15:20:11;1273.739526;0;0;;;;
25.9.2016 15:20:11;1273.839889;0;0;;;;
25.9.2016 15:20:12;1273.940241;0;0;;;;
25.9.2016 15:20:12;1274.40598;0;0;;;;
25.9.2016 15:20:12;1274.141005;0;0;;;;
25.9.2016 15:20:12;1274.241396;0;0;;;;
25.9.2016 15:20:12;1274.341774;0;0;;;;
25.9.2016 15:20:12;1274.442126;0;0;;;;
25.9.2016 15:20:12;1274.542494;0;0;;;;
25.9.2016 15:20:12;1274.642852;0;0;;;;
25.9.2016 15:20:12;1274.743232;0;0;;;;
25.9.2016 15:20:12;1274.843591;1.2;0.02;;;;
25.9.2016 15:20:13;1274.943961;0;0;;;;
25.9.2016 15:20:13;1275.44345;0;0;;;;
25.9.2016 15:20:13;1275.144703;0;0;;;;
25.9.2016 15:20:13;1275.245061;0;0;;;;
25.9.2016 15:20:13;1275.345441;0;0;;;;
25.9.2016 15:20:13;1275.445800;0;0;;;;
25.9.2016 15:20:13;1275.546159;0;0;;;;
25.9.2016 15:20:13;1275.646513;1.2;0.02;;;;
25.9.2016 15:20:13;1275.746882;0;0;;;;
25.9.2016 15:20:13;1275.847255;0;0;;;;
25.9.2016 15:20:14;1275.947620;0;0;;;;
25.9.2016 15:20:14;1276.47993;0;0;;;;
25.9.2016 15:20:14;1276.148356;0;0;;;;
25.9.2016 15:20:14;1276.248710;0;0;;;;
25.9.2016 15:20:14;1276.349083;0;0;;;;
25.9.2016 15:20:14;1276.449442;0;0;;;;
25.9.2016 15:20:14;1276.549807;0;0;;;;
25.9.2016 15:20:14;1276.650121;1.2;0.02;;;;
25.9.2016 15:20:14;1276.750485;0;0;;;;
25.9.2016 15:20:14;1276.850906;0;0;;;;
25.9.2016 15:20:15;1276.951252;0;0;;;;
25.9.2016 15:20:15;1277.51577;0;0;;;;
25.9.2016 15:20:15;1277.151934;0;0;;;;
25.9.2016 15:20:15;1277.252288;0;0;;;;
25.9.2016 15:20:15;1277.352639;0;0;;;;
25.9.2016 15:20:15;1277.452995;1.2;0.02;;;;
25.9.2016 15:20:15;1277.553374;0;0;;;;
25.9.2016 15:20:15;1277.653728;0;0;;;;
25.9.2016 15:20:15;1277.754106;0;0;;;;
25.9.2016 15:20:15;1277.854462;0;0;;;;
25.9.2016 15:20:16;1277.954825;0;0;;;;
25.9.2016 15:20:16;1278.55182;1.2;0.02;;;;
25.9.2016 15:20:16;1278.155542;0;0;;;;
25.9.2016 15:20:16;1278.255913;0;0;;;;
25.9.2016 15:20:16;1278.356289;0;0;;;;
25.9.2016 15:20:16;1278.456652;0;0;;;;
25.9.2016 15:20:16;1278.557009;0;0;;;;
25.9.2016 15:20:16;1278.657373;0;0;;;;
25.9.2016 15:20:16;1278.757748;0;0;;;;
25.9.2016 15:20:16;1278.858101;1.2;0.02;;;;
25.9.2016 15:20:17;1278.958460;0;0;;;;
25.9.2016 15:20:17;1279.58844;0;0;;;;
25.9.2016 15:20:17;1279.159225;0;0;;;;
25.9.2016 15:20:17;1279.259600;0;0;;;;
25.9.2016 15:20:17;1279.359968;0;0;;;;
25.9.2016 15:20:17;1279.460323;0;0;;;;
25.9.2016 15:20:17;1279.560741;1.2;0.02;;;;
25.9.2016 15:20:17;1279.661167;0;0;;;;
25.9.2016 15:20:17;1279.761545;0;0;;;;
25.9.2016 15:20:18;1279.861906;0;0;;;;
25.9.2016 15:20:18;1279.962286;0;0;;;;
25.9.2016 15:20:18;1280.62641;1.2;0.02;;;;
25.9.2016 15:20:18;1280.163009;0;0;;;;
25.9.2016 15:20:18;1280.263376;0;0;;;;
25.9.2016 15:20:18;1280.363737;0;0;;;;
25.9.2016 15:20:18;1280.464102;0;0;;;;
25.9.2016 15:20:18;1280.564472;0;0;;;;
25.9.2016 15:20:18;1280.664835;0;0;;;;
25.9.2016 15:20:18;1280.765222;0;0;;;;
25.9.2016 15:20:19;1280.865584;0;0;;;;
25.9.2016 15:20:19;1280.965953;0;0;;;;
25.9.2016 15:20:19;1281.66331;0;0;;;;
25.9.2016 15:20:19;1281.166690;0;0;;;;
25.9.2016 15:20:19;1281.267051;0;0;;;;
25.9.2016 15:20:19;1281.367411;0;0;;;;
25.9.2016 15:20:19;1281.467769;0;0;;;;
25.9.2016 15:20:19;1281.568122;0;0;;;;
25.9.2016 15:20:19;1281.668476;0;0;;;;
25.9.2016 15:20:19;1281.768854;0;0;;;;
25.9.2016 15:20:20;1281.869228;0;0;;;;
25.9.2016 15:20:20;1281.969584;0;0;;;;
25.9.2016 15:20:20;1282.69957;0;0;;;;
25.9.2016 15:20:20;1282.170316;0;0;;;;
25.9.2016 15:20:20;1282.270728;0;0;;;;
25.9.2016 15:20:20;1282.371092;0;0;;;;
25.9.2016 15:20:20;1282.471441;0;0;;;;
25.9.2016 15:20:20;1282.571824;0;0;;;;
25.9.2016 15:20:20;1282.672188;0;0;;;;
25.9.2016 15:20:20;1282.772548;0;0;;;;
25.9.2016 15:20:21;1282.872874;0;0;;;;
25.9.2016 15:20:21;1282.973205;0;0;;;;
25.9.2016 15:20:21;1283.73572;0;0;;;;
25.9.2016 15:20:21;1283.173925;0;0;;;;
25.9.2016 15:20:21;1283.274282;0;0;;;;
25.9.2016 15:20:21;1283.374644;0;0;;;;
25.9.2016 15:20:21;1283.475015;0;0;;;;
25.9.2016 15:20:21;1283.575390;0;0;;;;
25.9.2016 15:20:21;1283.675749;0;0;;;;
25.9.2016 15:20:21;1283.776129;0;0;;;;
25.9.2016 15:20:22;1283.876491;0;0;;;;
25.9.2016 15:20:22;1283.976852;0;0;;;;
25.9.2016 15:20:22;1284.77226;0;0;;;;
25.9.2016 15:20:22;1284.177586;0;0;;;;
25.9.2016 15:20:22;1284.277944;0;0;;;;
25.9.2016 15:20:22;1284.378298;0;0;;;;
25.9.2016 15:20:22;1284.478662;0;0;;;;
25.9.2016 15:20:22;1284.579017;0;0;;;;
25.9.2016 15:20:22;1284.679377;0;0;;;;
25.9.2016 15:20:22;1284.779755;0;0;;;;
25.9.2016 15:20:23;1284.880113;0;0;;;;
25.9.2016 15:20:23;1284.980468;0;0;;;;
25.9.2016 15:20:23;1285.80917;0;0;;;;
25.9.2016 15:20:23;1285.181279;0;0;;;;
25.9.2016 15:20:23;1285.281648;0;0;;;;
25.9.2016 15:20:23;1285.382009;0;0;;;;
25.9.2016 15:20:23;1285.482365;0;0;;;;
25.9.2016 15:20:23;1285.582740;0;0;;;;
25.9.2016 15:20:23;1285.683099;0;0;;;;
25.9.2016 15:20:23;1285.783480;0;0;;;;
25.9.2016 15:20:24;1285.883845;0;0;;;;
25.9.2016 15:20:24;1285.984224;0;0;;;;
25.9.2016 15:20:24;1286.84604;0;0;;;;
25.9.2016 15:20:24;1286.184966;0;0;;;;
25.9.2016 15:20:24;1286.285330;0;0;;;;
25.9.2016 15:20:24;1286.385687;0;0;;;;
25.9.2016 15:20:24;1286.486042;0;0;;;;
25.9.2016 15:20:24;1286.586416;0;0;;;;
25.9.2016 15:20:24;1286.686776;0;0;;;;
25.9.2016 15:20:24;1286.787152;0;0;;;;
25.9.2016 15:20:25;1286.887509;0;0;;;;
25.9.2016 15:20:25;1286.987886;0;0;;;;
25.9.2016 15:20:25;1287.88266;0;0;;;;
25.9.2016 15:20:25;1287.188625;0;0;;;;
25.9.2016 15:20:25;1287.288989;0;0;;;;
25.9.2016 15:20:25;1287.389347;0;0;;;;
25.9.2016 15:20:25;1287.489713;0;0;;;;
25.9.2016 15:20:25;1287.590074;0;0;;;;
25.9.2016 15:20:25;1287.690433;0;0;;;;
25.9.2016 15:20:25;1287.790870;0;0;;;;
25.9.2016 15:20:26;1287.891236;0;0;;;;
25.9.2016 15:20:26;1287.991593;0;0;;;;
25.9.2016 15:20:26;1288.91978;0;0;;;;
25.9.2016 15:20:26;1288.192340;0;0;;;;
25.9.2016 15:20:26;1288.292714;0;0;;;;
25.9.2016 15:20:26;1288.393076;0;0;;;;
25.9.2016 15:20:26;1288.493445;0;0;;;;
25.9.2016 15:20:26;1288.593825;0;0;;;;
25.9.2016 15:20:26;1288.694154;1.2;0.02;;;;
25.9.2016 15:20:26;1288.794486;0;0;;;;
25.9.2016 15:20:27;1288.894814;0;0;;;;
25.9.2016 15:20:27;1288.995188;0;0;;;;
25.9.2016 15:20:27;1289.95554;0;0;;;;
25.9.2016 15:20:27;1289.195919;0;0;;;;
25.9.2016 15:20:27;1289.296287;0;0;;;;
25.9.2016 15:20:27;1289.396647;0;0;;;;
25.9.2016 15:20:27;1289.497010;0;0;;;;
25.9.2016 15:20:27;1289.597382;0;0;;;;
25.9.2016 15:20:27;1289.697756;0;0;;;;
25.9.2016 15:20:27;1289.798138;0;0;;;;
25.9.2016 15:20:28;1289.898510;0;0;;;;
25.9.2016 15:20:28;1289.998881;0;0;;;;
25.9.2016 15:20:28;1290.99256;0;0;;;;
25.9.2016 15:20:28;1290.199699;0;0;;;;
25.9.2016 15:20:28;1290.300070;0;0;;;;
25.9.2016 15:20:28;1290.400436;0;0;;;;
25.9.2016 15:20:28;1290.500875;0;0;;;;
25.9.2016 15:20:28;1290.601228;0;0;;;;
25.9.2016 15:20:28;1290.701610;0;0;;;;
25.9.2016 15:20:28;1290.801994;0;0;;;;
25.9.2016 15:20:29;1290.902356;0;0;;;;
25.9.2016 15:20:29;1291.2719;0;0;;;;
25.9.2016 15:20:29;1291.103089;0;0;;;;
25.9.2016 15:20:29;1291.203469;0;0;;;;
25.9.2016 15:20:29;1291.303836;0;0;;;;
25.9.2016 15:20:29;1291.404192;0;0;;;;
25.9.2016 15:20:29;1291.504557;0;0;;;;
25.9.2016 15:20:29;1291.604910;0;0;;;;
25.9.2016 15:20:29;1291.705276;0;0;;;;
25.9.2016 15:20:29;1291.805655;0;0;;;;
25.9.2016 15:20:30;1291.906010;0;0;;;;
25.9.2016 15:20:30;1292.6378;0;0;;;;
25.9.2016 15:20:30;1292.106737;0;0;;;;
25.9.2016 15:20:30;1292.207093;0;0;;;;
25.9.2016 15:20:30;1292.307458;0;0;;;;
25.9.2016 15:20:30;1292.407816;0;0;;;;
25.9.2016 15:20:30;1292.508183;0;0;;;;
25.9.2016 15:20:30;1292.608552;0;0;;;;
25.9.2016 15:20:30;1292.708922;0;0;;;;
25.9.2016 15:20:30;1292.809301;0;0;;;;
25.9.2016 15:20:31;1292.909674;0;0;;;;
25.9.2016 15:20:31;1293.10051;0;0;;;;
25.9.2016 15:20:31;1293.110414;0;0;;;;
25.9.2016 15:20:31;1293.210851;0;0;;;;
25.9.2016 15:20:31;1293.311221;0;0;;;;
25.9.2016 15:20:31;1293.411578;0;0;;;;
25.9.2016 15:20:31;1293.511926;0;0;;;;
25.9.2016 15:20:31;1293.612298;0;0;;;;
25.9.2016 15:20:31;1293.712684;0;0;;;;
25.9.2016 15:20:31;1293.813070;0;0;;;;
25.9.2016 15:20:32;1293.913431;0;0;;;;
25.9.2016 15:20:32;1294.13798;0;0;;;;
25.9.2016 15:20:32;1294.114173;0;0;;;;
25.9.2016 15:20:32;1294.214549;0;0;;;;
25.9.2016 15:20:32;1294.314918;0;0;;;;
25.9.2016 15:20:32;1294.415273;0;0;;;;
25.9.2016 15:20:32;1294.515623;0;0;;;;
25.9.2016 15:20:32;1294.615934;0;0;;;;
25.9.2016 15:20:32;1294.716268;0;0;;;;
25.9.2016 15:20:32;1294.816640;0;0;;;;
25.9.2016 15:20:33;1294.917007;0;0;;;;
25.9.2016 15:20:33;1295.17376;0;0;;;;
25.9.2016 15:20:33;1295.117737;0;0;;;;
25.9.2016 15:20:33;1295.218099;0;0;;;;
25.9.2016 15:20:33;1295.318465;0;0;;;;
25.9.2016 15:20:33;1295.418829;0;0;;;;
25.9.2016 15:20:33;1295.519187;0;0;;;;
25.9.2016 15:20:33;1295.619558;0;0;;;;
25.9.2016 15:20:33;1295.719928;0;0;;;;
25.9.2016 15:20:33;1295.820306;0;0;;;;
25.9.2016 15:20:34;1295.920749;0;0;;;;
25.9.2016 15:20:34;1296.21135;0;0;;;;
25.9.2016 15:20:34;1296.121497;0;0;;;;
25.9.2016 15:20:34;1296.221869;0;0;;;;
25.9.2016 15:20:34;1296.322239;0;0;;;;
25.9.2016 15:20:34;1296.422596;0;0;;;;
25.9.2016 15:20:34;1296.522946;0;0;;;;
25.9.2016 15:20:34;1296.623303;0;0;;;;
25.9.2016 15:20:34;1296.723683;0;0;;;;
25.9.2016 15:20:34;1296.824061;0;0;;;;
25.9.2016 15:20:35;1296.924425;0;0;;;;
25.9.2016 15:20:35;1297.24786;0;0;;;;
25.9.2016 15:20:35;1297.125162;0;0;;;;
25.9.2016 15:20:35;1297.225530;0;0;;;;
25.9.2016 15:20:35;1297.325897;0;0;;;;
25.9.2016 15:20:35;1297.426258;0;0;;;;
25.9.2016 15:20:35;1297.526610;0;0;;;;
25.9.2016 15:20:35;1297.626967;0;0;;;;
25.9.2016 15:20:35;1297.727349;0;0;;;;
25.9.2016 15:20:35;1297.827736;0;0;;;;
25.9.2016 15:20:36;1297.928096;0;0;;;;
25.9.2016 15:20:36;1298.28469;0;0;;;;
25.9.2016 15:20:36;1298.128829;0;0;;;;
25.9.2016 15:20:36;1298.229215;0;0;;;;
25.9.2016 15:20:36;1298.329586;0;0;;;;
25.9.2016 15:20:36;1298.429953;0;0;;;;
25.9.2016 15:20:36;1298.530320;0;0;;;;
25.9.2016 15:20:36;1298.630750;0;0;;;;
25.9.2016 15:20:36;1298.731125;0;0;;;;
25.9.2016 15:20:36;1298.831514;0;0;;;;
25.9.2016 15:20:37;1298.931873;0;0;;;;
25.9.2016 15:20:37;1299.32231;0;0;;;;
25.9.2016 15:20:37;1299.132591;0;0;;;;
25.9.2016 15:20:37;1299.232949;0;0;;;;
25.9.2016 15:20:37;1299.333317;0;0;;;;
25.9.2016 15:20:37;1299.433669;0;0;;;;
25.9.2016 15:20:37;1299.534029;0;0;;;;
25.9.2016 15:20:37;1299.634387;0;0;;;;
25.9.2016 15:20:37;1299.734739;0;0;;;;
25.9.2016 15:20:37;1299.835102;0;0;;;;
25.9.2016 15:20:38;1299.935460;0;0;;;;
25.9.2016 15:20:38;1300.35827;0;0;;;;
25.9.2016 15:20:38;1300.136204;0;0;;;;
25.9.2016 15:20:38;1300.236561;0;0;;;;
25.9.2016 15:20:38;1300.336926;0;0;;;;
25.9.2016 15:20:38;1300.437259;0;0;;;;
25.9.2016 15:20:38;1300.537571;0;0;;;;
25.9.2016 15:20:38;1300.637903;0;0;;;;
25.9.2016 15:20:38;1300.738319;0;0;;;;
25.9.2016 15:20:38;1300.838673;0;0;;;;
25.9.2016 15:20:39;1300.939029;0;0;;;;
25.9.2016 15:20:39;1301.39387;0;0;;;;
25.9.2016 15:20:39;1301.139743;0;0;;;;
25.9.2016 15:20:39;1301.240096;0;0;;;;
25.9.2016 15:20:39;1301.340480;0;0;;;;
25.9.2016 15:20:39;1301.440914;0;0;;;;
25.9.2016 15:20:39;1301.541295;0;0;;;;
25.9.2016 15:20:39;1301.641669;0;0;;;;
25.9.2016 15:20:39;1301.742052;0;0;;;;
25.9.2016 15:20:39;1301.842429;0;0;;;;
25.9.2016 15:20:40;1301.942798;0;0;;;;
25.9.2016 15:20:40;1302.43177;0;0;;;;
25.9.2016 15:20:40;1302.143538;0;0;;;;
25.9.2016 15:20:40;1302.243897;0;0;;;;
25.9.2016 15:20:40;1302.344251;0;0;;;;
25.9.2016 15:20:40;1302.444609;0;0;;;;
25.9.2016 15:20:40;1302.544955;0;0;;;;
25.9.2016 15:20:40;1302.645317;0;0;;;;
25.9.2016 15:20:40;1302.745695;0;0;;;;
25.9.2016 15:20:40;1302.846078;0;0;;;;
25.9.2016 15:20:41;1302.946444;0;0;;;;
25.9.2016 15:20:41;1303.46814;0;0;;;;
25.9.2016 15:20:41;1303.147192;0;0;;;;
25.9.2016 15:20:41;1303.247548;0;0;;;;
25.9.2016 15:20:41;1303.347915;0;0;;;;
25.9.2016 15:20:41;1303.448273;0;0;;;;
25.9.2016 15:20:41;1303.548626;0;0;;;;
25.9.2016 15:20:41;1303.648974;0;0;;;;
25.9.2016 15:20:41;1303.749349;0;0;;;;
25.9.2016 15:20:41;1303.849721;0;0;;;;
25.9.2016 15:20:42;1303.950093;0;0;;;;
25.9.2016 15:20:42;1304.50473;0;0;;;;
25.9.2016 15:20:42;1304.150919;0;0;;;;
25.9.2016 15:20:42;1304.251285;0;0;;;;
25.9.2016 15:20:42;1304.351652;0;0;;;;
25.9.2016 15:20:42;1304.452009;0;0;;;;
25.9.2016 15:20:42;1304.552378;0;0;;;;
25.9.2016 15:20:42;1304.652756;0;0;;;;
25.9.2016 15:20:42;1304.753133;0;0;;;;
25.9.2016 15:20:42;1304.853497;0;0;;;;
25.9.2016 15:20:43;1304.953874;0;0;;;;
25.9.2016 15:20:43;1305.54253;0;0;;;;
25.9.2016 15:20:43;1305.154612;0;0;;;;
25.9.2016 15:20:43;1305.254974;0;0;;;;
25.9.2016 15:20:43;1305.355331;0;0;;;;
25.9.2016 15:20:43;1305.455686;0;0;;;;
25.9.2016 15:20:43;1305.556048;0;0;;;;
25.9.2016 15:20:43;1305.656406;0;0;;;;
25.9.2016 15:20:43;1305.756780;0;0;;;;
25.9.2016 15:20:43;1305.857144;0;0;;;;
25.9.2016 15:20:44;1305.957502;0;0;;;;
25.9.2016 15:20:44;1306.57862;0;0;;;;
25.9.2016 15:20:44;1306.158238;0;0;;;;
25.9.2016 15:20:44;1306.258592;0;0;;;;
25.9.2016 15:20:44;1306.358917;0;0;;;;
25.9.2016 15:20:44;1306.459235;0;0;;;;
25.9.2016 15:20:44;1306.559606;0;0;;;;
25.9.2016 15:20:44;1306.659968;0;0;;;;
25.9.2016 15:20:44;1306.760349;0;0;;;;
25.9.2016 15:20:44;1306.860799;0;0;;;;
25.9.2016 15:20:45;1306.961185;0;0;;;;
25.9.2016 15:20:45;1307.61574;0;0;;;;
25.9.2016 15:20:45;1307.161939;0;0;;;;
25.9.2016 15:20:45;1307.262311;0;0;;;;
25.9.2016 15:20:45;1307.362665;0;0;;;;
25.9.2016 15:20:45;1307.463024;0;0;;;;
25.9.2016 15:20:45;1307.563390;0;0;;;;
25.9.2016 15:20:45;1307.663771;0;0;;;;
25.9.2016 15:20:45;1307.764149;0;0;;;;
25.9.2016 15:20:46;1307.864512;0;0;;;;
25.9.2016 15:20:46;1307.964882;0;0;;;;
25.9.2016 15:20:46;1308.65261;0;0;;;;
25.9.2016 15:20:46;1308.165623;0;0;;;;
25.9.2016 15:20:46;1308.265982;0;0;;;;
25.9.2016 15:20:46;1308.366344;0;0;;;;
25.9.2016 15:20:46;1308.466694;0;0;;;;
25.9.2016 15:20:46;1308.567048;0;0;;;;
25.9.2016 15:20:46;1308.667408;0;0;;;;
25.9.2016 15:20:46;1308.767785;0;0;;;;
25.9.2016 15:20:47;1308.868145;0;0;;;;
25.9.2016 15:20:47;1308.968507;0;0;;;;
25.9.2016 15:20:47;1309.68865;0;0;;;;
25.9.2016 15:20:47;1309.169237;0;0;;;;
25.9.2016 15:20:47;1309.269603;0;0;;;;
25.9.2016 15:20:47;1309.369963;0;0;;;;
25.9.2016 15:20:47;1309.470321;0;0;;;;
25.9.2016 15:20:47;1309.570752;0;0;;;;
25.9.2016 15:20:47;1309.671129;0;0;;;;
25.9.2016 15:20:47;1309.771511;0;0;;;;
25.9.2016 15:20:48;1309.871867;0;0;;;;
25.9.2016 15:20:48;1309.972245;0;0;;;;
25.9.2016 15:20:48;1310.72617;0;0;;;;
25.9.2016 15:20:48;1310.172989;0;0;;;;
25.9.2016 15:20:48;1310.273356;0;0;;;;
25.9.2016 15:20:48;1310.373714;0;0;;;;
25.9.2016 15:20:48;1310.474077;0;0;;;;
25.9.2016 15:20:48;1310.574444;0;0;;;;
25.9.2016 15:20:48;1310.674824;0;0;;;;
25.9.2016 15:20:48;1310.775194;0;0;;;;
25.9.2016 15:20:49;1310.875558;0;0;;;;
25.9.2016 15:20:49;1310.975940;0;0;;;;
25.9.2016 15:20:49;1311.76325;0;0;;;;
25.9.2016 15:20:49;1311.176693;0;0;;;;
25.9.2016 15:20:49;1311.277058;0;0;;;;
25.9.2016 15:20:49;1311.377482;0;0;;;;
25.9.2016 15:20:49;1311.477833;0;0;;;;
25.9.2016 15:20:49;1311.578184;0;0;;;;
25.9.2016 15:20:49;1311.678544;0;0;;;;
25.9.2016 15:20:49;1311.778924;0;0;;;;
25.9.2016 15:20:50;1311.879287;0;0;;;;
25.9.2016 15:20:50;1311.979640;0;0;;;;
25.9.2016 15:20:50;1312.80003;0;0;;;;
25.9.2016 15:20:50;1312.180346;0;0;;;;
25.9.2016 15:20:50;1312.280682;0;0;;;;
25.9.2016 15:20:50;1312.381037;0;0;;;;
25.9.2016 15:20:50;1312.481400;0;0;;;;
25.9.2016 15:20:50;1312.581753;0;0;;;;
25.9.2016 15:20:50;1312.682105;0;0;;;;
25.9.2016 15:20:50;1312.782463;0;0;;;;
25.9.2016 15:20:51;1312.882822;0;0;;;;
25.9.2016 15:20:51;1312.983206;0;0;;;;
25.9.2016 15:20:51;1313.83587;0;0;;;;
25.9.2016 15:20:51;1313.183948;0;0;;;;
25.9.2016 15:20:51;1313.284309;0;0;;;;
25.9.2016 15:20:51;1313.384673;0;0;;;;
25.9.2016 15:20:51;1313.485036;0;0;;;;
25.9.2016 15:20:51;1313.585399;0;0;;;;
25.9.2016 15:20:51;1313.685772;0;0;;;;
25.9.2016 15:20:51;1313.786154;0;0;;;;
25.9.2016 15:20:52;1313.886516;0;0;;;;
25.9.2016 15:20:52;1313.986871;0;0;;;;
25.9.2016 15:20:52;1314.87250;0;0;;;;
25.9.2016 15:20:52;1314.187619;0;0;;;;
25.9.2016 15:20:52;1314.287985;0;0;;;;
25.9.2016 15:20:52;1314.388344;0;0;;;;
25.9.2016 15:20:52;1314.488698;0;0;;;;
25.9.2016 15:20:52;1314.589042;0;0;;;;
25.9.2016 15:20:52;1314.689406;0;0;;;;
25.9.2016 15:20:52;1314.789786;0;0;;;;
25.9.2016 15:20:53;1314.890147;0;0;;;;
25.9.2016 15:20:53;1314.990519;0;0;;;;
25.9.2016 15:20:53;1315.90971;0;0;;;;
25.9.2016 15:20:53;1315.191355;0;0;;;;
25.9.2016 15:20:53;1315.291712;0;0;;;;
25.9.2016 15:20:53;1315.392068;0;0;;;;
25.9.2016 15:20:53;1315.492429;0;0;;;;
25.9.2016 15:20:53;1315.592780;0;0;;;;
25.9.2016 15:20:53;1315.693137;0;0;;;;
25.9.2016 15:20:53;1315.793504;0;0;;;;
25.9.2016 15:20:54;1315.893864;0;0;;;;
25.9.2016 15:20:54;1315.994239;0;0;;;;
25.9.2016 15:20:54;1316.94604;0;0;;;;
25.9.2016 15:20:54;1316.194969;0;0;;;;
25.9.2016 15:20:54;1316.295338;0;0;;;;
25.9.2016 15:20:54;1316.395698;0;0;;;;
25.9.2016 15:20:54;1316.496051;0;0;;;;
25.9.2016 15:20:54;1316.596414;0;0;;;;
25.9.2016 15:20:54;1316.696796;0;0;;;;
25.9.2016 15:20:54;1316.797162;0;0;;;;
25.9.2016 15:20:55;1316.897526;0;0;;;;
